Organisation,Branch,SubBranch,SubSubBranch,Type,Region,Country
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Tsarahonenana Sahanivotry,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Antsirabe II,Vinaninkarena,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Alakamisy Anativato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Alakamisy Marososona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Alarobia Bemaha,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Ambatonikolahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Ambohimanambola,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Ambohimasina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Andranomafana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Andrembesoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Anosiarivo Manapa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Antohobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Antsoso,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Betafo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Inanantonana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Mahaiza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Mandritsara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Manohisoa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Soavina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Betafo,Tritriva,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Faratsiho,Ambohiborona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Faratsiho,Andranomiady,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Faratsiho,Antsampanimahazo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Faratsiho,Faratsiho,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Faratsiho,Faravohitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Faratsiho,Miandrarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Faratsiho,Ramainandro,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Faratsiho,Valabetokana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Faratsiho,Vinaninony Atsimo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Mandoto,Anjoma Ramartina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Mandoto,Ankazomiriotra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Mandoto,Antanambao Ambary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Mandoto,Betsohana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Mandoto,Fidirana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Mandoto,Mandoto,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Mandoto,Vasiana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vakinankaratra,Mandoto,Vinany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Ambohimanga Du Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Ambohimiera,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Analampasina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Androrangavola,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Antaretra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Antsindra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Fasintsara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Ifanadiana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Kelilalina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Maroharatra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Marotoko,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Ranomafana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ifanadiana,Tsaratanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Ambatofotsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Ambinanitromby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Ambohimisafy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Ambolomadinika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Ankarimbelo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Antodinga,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Belemoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Ifanirea,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Ikongo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Kalafotsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Manampatrana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Maromiandra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Sahalanona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Tanakambana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Ikongo,Tolongoina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ambahatrazo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ambahive,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ambalaroka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ambalavero,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ambandrika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ambila,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Amboanjo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ambohitsara M,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Amborondra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ambotaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ampasimanjeva,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ampasimboraka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Ampasimpotsy Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Analavory,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Anorombato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Anosiala,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Anteza,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Bekatra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Betampona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Fenomby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Kianjanomby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Lokomby,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Mahabako,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Mahamaibe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Manakara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Mangatsiotra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Marofarihy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Mavorano,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Mitanty,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Mizilo Gara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Nihaonana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Onilahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Sahanambohitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Saharefo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Sahasinaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Sakoana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Sorombo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Tataho,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Vatana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Vinanitelo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Vohilava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Vohimanitra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Vohimasina Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Vohimasina Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Manakara Atsimo,Vohimasy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Ambalahosy Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Ambodinonoka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Ambohimiarina II,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Ambohinihaonana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Ambohitsara Est,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Andonabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Andranambolava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Andranomavo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Ankatafana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Anosimparihy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Antaretra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Antsenavolo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Kianjavato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Mahatsara Iefaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Mahatsara Sud,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Mahavoky Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Mahela,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Manakana Nord,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Mananjary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Marofototra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Marokarima,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Marosangy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Morafeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Namorona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Sandrohy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Tsaravary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Tsiatosika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Vatohandrina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Mananjary,Vohilava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Ambahy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Ambakobe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Ambodiara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Ambodilafa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Ambodirian'i Sahafary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Ampasinambo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Andara,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Androrangavola,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Angodongodona,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Antanambao,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Befody,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Fiadanana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Nosy Varika,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Sahavato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Soavina,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Vohidroa,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Vohilava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Nosy Varika,Vohitrandriana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Andemaka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Ankarimbary,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Anoloka,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Antananabo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Ifatsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Ilakatra,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Ivato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Lanivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Mahabo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Mahasoabe,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Mahazoarivo,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Nato,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Onjatsy,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Sahalava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Savana,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Vohilany,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Vohindava,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Vohipeno,Red Cross / Red Crescent,Indian Ocean,MG
Malagasy Red Cross Society,Vatovavy Fitovinany,Vohipeno,Vohitrindry,Red Cross / Red Crescent,Indian Ocean,MG
